Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
NO_DOWN,GO:0046173,polyol biosynthetic process,10/1214,50/17381,0.002092989,0.020094292,0.016613615,2052/231/2629/2805/283871/5092/55331/56848/5860/8877,10
NO_DOWN,GO:0002832,negative regulation of response to biotic stimulus,9/1214,42/17381,0.002095576,0.020094292,0.016613615,22933/4277/55666/6895/708/7128/7353/79102/79132,9
NO_DOWN,GO:0035304,regulation of protein dephosphorylation,12/1214,67/17381,0.002125675,0.020344007,0.016820076,134/2029/2280/22870/2629/3326/5300/5524/5528/6609/7529/7531,12
NO_DOWN,GO:0007032,endosome organization,13/1214,76/17381,0.002174151,0.020768314,0.017170885,11267/128866/27183/5119/55004/55048/55353/55361/55654/7879/79102/79720/84313,13
NO_DOWN,GO:0051495,positive regulation of cytoskeleton organization,26/1214,205/17381,0.002282478,0.021761652,0.01799216,10096/10109/1020/10435/1072/23580/2475/285590/2885/3265/3303/387/402/4771/5202/5216/5217/57175/5879/5902/5987/7408/8498/9647/9948/998,26
NO_DOWN,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,11/1214,59/17381,0.002308476,0.021967752,0.01816256,10488/10525/11315/2907/3303/5371/5770/578/581/7466/8795,11
NO_DOWN,GO:0051054,positive regulation of DNA metabolic process,27/1214,216/17381,0.002344928,0.02227237,0.018414413,10155/10574/10576/142/1660/1786/207/22948/2305/30968/3146/3265/3320/3326/5073/5111/5216/5371/548593/581/5879/7203/7520/79008/79035/908/998,27
NO_DOWN,GO:0043523,regulation of neuron apoptotic process,25/1214,195/17381,0.002367191,0.022441333,0.018554108,1020/10525/112398/11315/1201/142/2931/3265/3326/4192/4605/51024/5300/5538/581/598/6418/6647/6648/7157/7466/80331/836/84335/998,25
NO_DOWN,GO:0072666,establishment of protein localization to vacuole,8/1214,35/17381,0.002383486,0.022553176,0.018646578,11267/27183/3312/7128/7879/8031/84313/8943,8
NO_DOWN,GO:0019216,regulation of lipid metabolic process,40/1214,360/17381,0.00243407,0.022842258,0.018885586,10273/10498/10654/134/1609/1717/1737/207/211/2181/2194/2222/22937/2475/30968/3156/3157/3422/3692/3949/4047/4597/4598/476/4790/51094/5296/54704/55004/60481/6647/6713/7296/7536/8503/8611/8721/9555/9711/998,40
NO_DOWN,GO:0030260,entry into host cell,19/1214,134/17381,0.002438665,0.022842258,0.018885586,10410/1605/2885/290/3303/3416/3839/3916/3949/3965/55770/5818/6575/6737/7405/7726/79581/8519/8692,19
NO_DOWN,GO:0044409,entry into host,19/1214,134/17381,0.002438665,0.022842258,0.018885586,10410/1605/2885/290/3303/3416/3839/3916/3949/3965/55770/5818/6575/6737/7405/7726/79581/8519/8692,19
NO_DOWN,GO:0051806,entry into cell of other organism involved in symbiotic interaction,19/1214,134/17381,0.002438665,0.022842258,0.018885586,10410/1605/2885/290/3303/3416/3839/3916/3949/3965/55770/5818/6575/6737/7405/7726/79581/8519/8692,19
NO_DOWN,GO:0051828,entry into other organism involved in symbiotic interaction,19/1214,134/17381,0.002438665,0.022842258,0.018885586,10410/1605/2885/290/3303/3416/3839/3916/3949/3965/55770/5818/6575/6737/7405/7726/79581/8519/8692,19
NO_DOWN,GO:0071346,cellular response to interferon-gamma,20/1214,144/17381,0.002441366,0.022842258,0.018885586,10346/10437/2633/3107/3136/3326/3659/3965/4938/4939/4940/5371/567/6354/6355/6737/6772/7726/8638/9111,20
NO_DOWN,GO:0034198,cellular response to amino acid starvation,9/1214,43/17381,0.00248889,0.023157301,0.019146059,1026/10985/1611/1965/2475/467/8131/83667/8678,9
NO_DOWN,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,9/1214,43/17381,0.00248889,0.023157301,0.019146059,1026/23612/3190/51246/5371/64782/7157/79073/83596,9
NO_DOWN,GO:0061912,selective autophagy,9/1214,43/17381,0.00248889,0.023157301,0.019146059,154/23274/29979/55054/7879/83667/8678/9776/9927,9
NO_DOWN,GO:0032727,positive regulation of interferon-alpha production,6/1214,21/17381,0.002500262,0.023177101,0.019162428,1147/1660/3146/3329/64135/6772,6
NO_DOWN,GO:0039702,viral budding via host ESCRT complex,6/1214,21/17381,0.002500262,0.023177101,0.019162428,11267/128866/27183/5119/55048/79720,6
NO_DOWN,GO:0032607,interferon-alpha production,7/1214,28/17381,0.0025682,0.023719199,0.019610626,1147/1660/3146/3329/64135/6772/9111,7
NO_DOWN,GO:0090162,establishment of epithelial cell polarity,7/1214,28/17381,0.0025682,0.023719199,0.019610626,23616/387/4478/85302/9267/9368/998,7
NO_DOWN,GO:0048857,neural nucleus development,11/1214,60/17381,0.002651907,0.024447269,0.020212582,10971/1267/22933/23513/2746/3309/387/60/7531/79109/998,11
NO_DOWN,GO:0070200,establishment of protein localization to telomere,5/1214,15/17381,0.002739434,0.025192907,0.020829062,10574/10576/22948/79035/908,5
NO_DOWN,GO:0050688,regulation of defense response to virus,12/1214,69/17381,0.00274786,0.025192907,0.020829062,1660/330/4277/55666/6772/6895/708/7128/7353/79102/79132/80149,12
NO_DOWN,GO:0099131,ATP hydrolysis coupled ion transmembrane transport,12/1214,69/17381,0.00274786,0.025192907,0.020829062,498/506/509/514/51606/518/526/527/529/533/57130/9296,12
NO_DOWN,GO:0044843,cell cycle G1/S phase transition,33/1214,284/17381,0.002778806,0.02543013,0.021025194,10197/1026/10498/1104/138151/1647/1869/1874/1977/1981/207/23649/328/4172/4193/5111/51512/5371/55022/55388/5591/5720/5721/581/5902/5932/6597/7027/7157/7298/84967/8498/9125,33
NO_DOWN,GO:0071897,DNA biosynthetic process,26/1214,208/17381,0.00279424,0.025524794,0.021103461,1026/10574/10576/22948/23381/23649/3320/3326/5073/5111/5245/5425/54433/54984/55505/55651/55666/5932/7027/7157/7203/7298/7353/7520/908/9246,26
NO_DOWN,GO:0006984,ER-nucleus signaling pathway,9/1214,44/17381,0.002938521,0.026793972,0.022152795,1965/22937/3309/4000/467/55161/5770/7157/7466,9
NO_DOWN,GO:0002753,cytoplasmic pattern recognition receptor signaling pathway,11/1214,61/17381,0.003035402,0.027577393,0.022800514,1147/1540/330/3303/4792/55666/64135/708/7128/7353/79132,11
NO_DOWN,GO:0009991,response to extracellular stimulus,48/1214,457/17381,0.003035438,0.027577393,0.022800514,1026/10400/10634/10985/10999/114789/154/1603/1611/1965/2029/207/2181/22933/23274/23367/2475/25819/25828/26263/2629/2771/2937/3156/3157/3309/3312/3627/3949/411/4141/4193/467/5019/51022/51024/5119/5899/6427/6647/7157/7298/79567/80149/8061/8131/83667/8678,48
NO_DOWN,GO:0030970,"retrograde protein transport, ER to cytosol",7/1214,29/17381,0.003184325,0.02882561,0.023832519,10134/10952/550/55666/7353/81502/92305,7
NO_DOWN,GO:1903513,endoplasmic reticulum to cytosol transport,7/1214,29/17381,0.003184325,0.02882561,0.023832519,10134/10952/550/55666/7353/81502/92305,7
NO_DOWN,GO:0032799,low-density lipoprotein receptor particle metabolic process,6/1214,22/17381,0.003237244,0.02919924,0.02414143,1173/1211/1213/22937/302/3190,6
NO_DOWN,GO:0045943,positive regulation of transcription from RNA polymerase I promoter,6/1214,22/17381,0.003237244,0.02919924,0.02414143,23160/2475/4141/4691/6597/84135,6
NO_DOWN,GO:0000045,autophagosome assembly,14/1214,89/17381,0.003356202,0.030163716,0.024938841,128866/29979/5305/55054/55968/57533/5899/7879/8131/81876/83460/8678/9776/9927,14
NO_DOWN,GO:0036473,cell death in response to oxidative stress,14/1214,89/17381,0.003356202,0.030163716,0.024938841,10131/10808/11315/142/207/29979/4314/5371/56616/6421/6647/6648/7295/9688,14
NO_DOWN,GO:0046718,viral entry into host cell,17/1214,118/17381,0.003398161,0.030486185,0.025205454,10410/1605/290/3303/3416/3839/3916/3949/3965/5818/6575/6737/7405/7726/79581/8519/8692,17
NO_DOWN,GO:0090199,regulation of release of cytochrome c from mitochondria,9/1214,45/17381,0.003449874,0.030871535,0.025524054,207/27113/27166/4000/5716/578/581/598/7157,9
NO_DOWN,GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity,8/1214,37/17381,0.003453426,0.030871535,0.025524054,2011/23513/23616/387/4478/9368/9948/998,8
NO_DOWN,GO:0009127,purine nucleoside monophosphate biosynthetic process,12/1214,71/17381,0.00351032,0.031101301,0.025714021,142/2618/30968/498/506/509/514/518/55022/5631/7114/9605,12
NO_DOWN,GO:0009168,purine ribonucleoside monophosphate biosynthetic process,12/1214,71/17381,0.00351032,0.031101301,0.025714021,142/2618/30968/498/506/509/514/518/55022/5631/7114/9605,12
NO_DOWN,GO:0006670,sphingosine metabolic process,4/1214,10/17381,0.003534943,0.031101301,0.025714021,2629/55331/56848/8877,4
NO_DOWN,GO:0035646,endosome to melanosome transport,4/1214,10/17381,0.003534943,0.031101301,0.025714021,164/8907/8943/967,4
NO_DOWN,GO:0043485,endosome to pigment granule transport,4/1214,10/17381,0.003534943,0.031101301,0.025714021,164/8907/8943/967,4
NO_DOWN,GO:0045792,negative regulation of cell size,4/1214,10/17381,0.003534943,0.031101301,0.025714021,207/2475/387/84335,4
NO_DOWN,GO:0048757,pigment granule maturation,4/1214,10/17381,0.003534943,0.031101301,0.025714021,164/8907/8943/967,4
NO_DOWN,GO:0070203,regulation of establishment of protein localization to telomere,4/1214,10/17381,0.003534943,0.031101301,0.025714021,10574/10576/22948/908,4
NO_DOWN,GO:0090085,regulation of protein deubiquitination,4/1214,10/17381,0.003534943,0.031101301,0.025714021,11315/51035/6737/80149,4
NO_DOWN,GO:0051052,regulation of DNA metabolic process,42/1214,391/17381,0.003585996,0.031495217,0.026039704,10155/10189/1026/10419/10574/10576/142/1660/1786/207/22948/2305/23381/23560/2931/30968/3146/3265/3320/3326/3836/3838/4771/5073/5111/5216/5371/548593/54984/55022/55611/581/5879/6282/7027/7157/7203/7520/79008/79035/908/998,42
NO_DOWN,GO:0031667,response to nutrient levels,45/1214,426/17381,0.003614965,0.03169414,0.02620417,1026/10400/10634/10985/10999/114789/154/1603/1611/1965/2029/207/2181/22933/23274/23367/2475/25828/26263/2629/2771/2937/3156/3157/3309/3312/3627/3949/411/4141/4193/467/5019/51024/5119/5899/6427/6647/7157/7298/79567/80149/8131/83667/8678,45
NO_DOWN,GO:0007034,vacuolar transport,17/1214,119/17381,0.003713255,0.032499084,0.026869684,11267/1201/128866/154/164/2580/27183/3312/3916/411/5119/51479/7879/8031/84313/8678/8943,17
NO_DOWN,GO:0046364,monosaccharide biosynthetic process,14/1214,90/17381,0.00372522,0.032544985,0.026907634,10327/11091/1468/1609/231/2805/283871/467/5226/7086/83667/8402/8604/92579,14
NO_DOWN,GO:2000377,regulation of reactive oxygen species metabolic process,22/1214,170/17381,0.003731479,0.032544985,0.026907634,10131/1026/11315/11334/1647/1984/207/22933/2305/2475/2885/3320/3326/3692/4314/55022/5879/6647/7157/80149/8570/8678,22
NO_DOWN,GO:0042790,transcription of nuclear large rRNA transcript from RNA polymerase I promoter,5/1214,16/17381,0.003757775,0.032660733,0.027003333,2475/4141/4691/6597/9555,5
NO_DOWN,GO:1990774,tumor necrosis factor secretion,5/1214,16/17381,0.003757775,0.032660733,0.027003333,1660/3146/3965/64135/80149,5
NO_DOWN,GO:0030308,negative regulation of cell growth,21/1214,160/17381,0.00384379,0.033350529,0.027573644,1020/1026/11007/2931/3303/4487/51079/51094/5245/5371/5538/57805/623/6405/6597/7157/83667/84260/8692/9150/9538,21
NO_DOWN,GO:0036258,multivesicular body assembly,7/1214,30/17381,0.003907139,0.033783281,0.027931436,11267/128866/27183/5119/55048/79720/84313,7
NO_DOWN,GO:0044068,modulation by symbiont of host cellular process,7/1214,30/17381,0.003907139,0.033783281,0.027931436,23513/3836/3838/3839/598/80149/8812,7
NO_DOWN,GO:0030004,cellular monovalent inorganic cation homeostasis,16/1214,110/17381,0.004006125,0.034520133,0.028540653,1201/147007/476/483/506/51606/526/527/529/533/54982/5538/6548/7879/83959/9296,16
NO_DOWN,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,16/1214,110/17381,0.004006125,0.034520133,0.028540653,1026/10498/138151/1647/1869/1874/4193/5111/51512/5371/5591/581/6597/7027/7157/9125,16
NO_DOWN,GO:2001056,positive regulation of cysteine-type endopeptidase activity,18/1214,130/17381,0.004049935,0.034837774,0.028803273,10134/1611/3146/3329/3336/3965/4824/51024/51079/5134/5371/54205/56616/578/581/836/8795/9647,18
NO_DOWN,GO:0000470,maturation of LSU-rRNA,6/1214,23/17381,0.004124615,0.035178479,0.029084962,117246/23246/3692/4839/55651/55759,6
NO_DOWN,GO:0009110,vitamin biosynthetic process,6/1214,23/17381,0.004124615,0.035178479,0.029084962,10327/29914/29968/326625/4790/55163,6
NO_DOWN,GO:0009147,pyrimidine nucleoside triphosphate metabolic process,6/1214,23/17381,0.004124615,0.035178479,0.029084962,129607/1503/1854/4830/4831/7298,6
NO_DOWN,GO:0051560,mitochondrial calcium ion homeostasis,6/1214,23/17381,0.004124615,0.035178479,0.029084962,10134/10989/3954/51024/55013/90550,6
NO_DOWN,GO:0070199,establishment of protein localization to chromosome,6/1214,23/17381,0.004124615,0.035178479,0.029084962,10574/10576/22948/79035/908/9555,6
NO_DOWN,GO:0042594,response to starvation,22/1214,172/17381,0.004301222,0.03662246,0.030278821,1026/10634/10985/1611/1965/23274/23367/2475/26263/2629/3309/3312/4141/467/5019/5899/7157/79567/80149/8131/83667/8678,22
NO_DOWN,GO:0043462,regulation of ATPase activity,12/1214,73/17381,0.004434769,0.037631758,0.031113291,10598/1660/26097/3301/3337/483/51726/5216/5217/5359/7114/8775,12
NO_DOWN,GO:1903201,regulation of oxidative stress-induced cell death,12/1214,73/17381,0.004434769,0.037631758,0.031113291,10131/10808/11315/142/207/29979/4314/6421/6647/6648/7295/9688,12
NO_DOWN,GO:0051453,regulation of intracellular pH,14/1214,92/17381,0.004562389,0.038649294,0.031954572,1201/147007/506/51606/526/527/529/533/54982/5538/6548/7879/83959/9296,14
NO_DOWN,GO:0006220,pyrimidine nucleotide metabolic process,9/1214,47/17381,0.004680382,0.03951535,0.032670612,129607/1503/1635/1854/2079/4830/4831/5631/7298,9
NO_DOWN,GO:0051496,positive regulation of stress fiber assembly,9/1214,47/17381,0.004680382,0.03951535,0.032670612,2475/285590/387/4771/5216/5217/5879/9647/998,9
NO_DOWN,GO:0036257,multivesicular body organization,7/1214,31/17381,0.004747805,0.039883156,0.032974708,11267/128866/27183/5119/55048/79720/84313,7
NO_DOWN,GO:0046949,fatty-acyl-CoA biosynthetic process,7/1214,31/17381,0.004747805,0.039883156,0.032974708,2181/2194/51144/5538/60481/64834/9524,7
NO_DOWN,GO:1902235,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,7/1214,31/17381,0.004747805,0.039883156,0.032974708,10488/10525/11315/2907/3303/5770/7466,7
NO_DOWN,GO:0007568,aging,33/1214,294/17381,0.004759543,0.039914896,0.03300095,1026/10498/1267/1605/1965/1984/207/22937/2305/2475/2885/2931/2937/3156/3265/328/3416/4000/4726/4791/51022/5371/5591/578/6647/6648/7157/7298/83596/8678/8692/9093/9521,33
NO_DOWN,GO:0006890,"retrograde vesicle-mediated transport, Golgi to ER",13/1214,83/17381,0.004794785,0.040143314,0.033189802,10960/11316/22818/377/4905/51226/64837/6892/7405/81876/84364/8729/8775,13
NO_DOWN,GO:0016051,carbohydrate biosynthetic process,24/1214,195/17381,0.004836769,0.040427324,0.033424616,10327/11091/1213/1468/1609/207/2132/231/2475/2805/283871/2931/2992/467/4790/50515/5226/54187/7086/83667/8402/8604/92579/9526,24
NO_DOWN,GO:0015682,ferric iron transport,8/1214,39/17381,0.004862115,0.040436992,0.03343261,1213/51606/526/527/529/533/567/9296,8
NO_DOWN,GO:0035337,fatty-acyl-CoA metabolic process,8/1214,39/17381,0.004862115,0.040436992,0.03343261,11332/2181/2194/51144/5538/60481/64834/9524,8
NO_DOWN,GO:0072512,trivalent inorganic cation transport,8/1214,39/17381,0.004862115,0.040436992,0.03343261,1213/51606/526/527/529/533/567/9296,8
NO_DOWN,GO:0010639,negative regulation of organelle organization,37/1214,340/17381,0.004873853,0.040467507,0.033457839,10432/115704/118/128866/142/1786/207/2288/22919/23274/24139/26155/27166/3303/3976/4000/4591/5216/5217/548593/54984/54998/55022/55611/5716/57175/598/6418/7114/7520/7879/79008/8260/832/84260/8678/9555,37
NO_DOWN,GO:0032088,negative regulation of NF-kappaB transcription factor activity,12/1214,74/17381,0.004964946,0.041155707,0.034026831,1147/149951/1540/1611/25855/4591/4792/5716/6737/7114/7128/80149,12
NO_DOWN,GO:0039535,regulation of RIG-I signaling pathway,5/1214,17/17381,0.005021031,0.041483476,0.034297825,330/55666/708/7353/79132,5
NO_DOWN,GO:0090201,negative regulation of release of cytochrome c from mitochondria,5/1214,17/17381,0.005021031,0.041483476,0.034297825,207/27166/4000/5716/598,5
NO_DOWN,GO:0071359,cellular response to dsRNA,11/1214,65/17381,0.005037295,0.041549399,0.034352329,103/1655/1660/23264/29102/4686/4790/5899/64135/6895/80149,11
NO_DOWN,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,23/1214,185/17381,0.005065798,0.041715891,0.034489981,10346/1147/207/2280/24138/330/387/389/3965/4055/4215/4615/4919/51246/54862/60401/6398/7205/7329/79155/8795/8877/9641,23
NO_DOWN,GO:0010508,positive regulation of autophagy,15/1214,103/17381,0.005174202,0.042194243,0.034885475,10346/11315/154/23274/23367/2629/5305/5899/6737/7405/7957/80149/83667/8678/9927,15
NO_DOWN,GO:0035336,long-chain fatty-acyl-CoA metabolic process,6/1214,24/17381,0.00517957,0.042194243,0.034885475,11332/2181/51144/60481/64834/9524,6
NO_DOWN,GO:0046755,viral budding,6/1214,24/17381,0.00517957,0.042194243,0.034885475,11267/128866/27183/5119/55048/79720,6
NO_DOWN,GO:1900117,regulation of execution phase of apoptosis,6/1214,24/17381,0.00517957,0.042194243,0.034885475,22933/581/598/7157/80149/80196,6
NO_DOWN,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,25/1214,207/17381,0.005220097,0.042194243,0.034885475,10134/11315/1611/207/3146/330/3329/3336/3965/4193/4824/51024/51079/5134/5371/54205/56616/578/581/7531/80196/83596/836/8795/9647,25
NO_DOWN,GO:0007253,cytoplasmic sequestering of NF-kappaB,4/1214,11/17381,0.005250091,0.042194243,0.034885475,4792/5716/7114/7205,4
NO_DOWN,GO:0009265,2'-deoxyribonucleotide biosynthetic process,4/1214,11/17381,0.005250091,0.042194243,0.034885475,129607/1635/1854/7298,4
NO_DOWN,GO:0019042,viral latency,4/1214,11/17381,0.005250091,0.042194243,0.034885475,2547/3054/7520/8815,4
NO_DOWN,GO:0019883,antigen processing and presentation of endogenous antigen,4/1214,11/17381,0.005250091,0.042194243,0.034885475,567/6890/6891/6892,4
NO_DOWN,GO:0039532,negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway,4/1214,11/17381,0.005250091,0.042194243,0.034885475,55666/708/7353/79132,4
NO_DOWN,GO:0045899,positive regulation of RNA polymerase II transcriptional preinitiation complex assembly,4/1214,11/17381,0.005250091,0.042194243,0.034885475,5700/5701/5704/5705,4
NO_DOWN,GO:0046385,deoxyribose phosphate biosynthetic process,4/1214,11/17381,0.005250091,0.042194243,0.034885475,129607/1635/1854/7298,4
NO_DOWN,GO:0070202,regulation of establishment of protein localization to chromosome,4/1214,11/17381,0.005250091,0.042194243,0.034885475,10574/10576/22948/908,4
